Time,State,Emotion,Yaw,Pitch,Roll
286.54s,Attentive,neutral,25,3,23
286.59s,Attentive,neutral,25,3,23
286.64s,Attentive,neutral,25,3,23
286.69s,Attentive,neutral,25,3,23
286.74s,Attentive,neutral,25,3,23
286.79s,Attentive,neutral,25,3,23
286.83s,Attentive,neutral,25,3,23
286.89s,Attentive,neutral,25,3,23
286.94s,Attentive,neutral,25,3,23
286.98s,Attentive,neutral,25,3,23
287.03s,Attentive,neutral,25,3,23
287.08s,Attentive,neutral,25,3,23
287.13s,Attentive,neutral,25,3,23
287.18s,Attentive,neutral,25,3,23
287.23s,Attentive,neutral,25,3,23
287.28s,Attentive,neutral,25,3,23
287.32s,Attentive,neutral,25,3,23
287.37s,Attentive,neutral,25,3,23
287.42s,Attentive,neutral,25,3,23
287.47s,Attentive,neutral,25,3,23
287.52s,Attentive,neutral,25,3,23
287.57s,Attentive,neutral,25,3,23
287.62s,Attentive,neutral,25,3,23
287.66s,Attentive,neutral,25,3,23
287.71s,Attentive,neutral,25,3,23
287.76s,Attentive,neutral,25,3,23
287.81s,Attentive,neutral,25,3,23
287.86s,Attentive,neutral,25,3,23
287.91s,Attentive,neutral,25,3,23
287.96s,Attentive,neutral,25,3,23
288.01s,Attentive,neutral,25,3,23
288.05s,Attentive,neutral,25,3,23
288.10s,Attentive,neutral,25,3,23
288.15s,Attentive,neutral,25,3,23
288.20s,Attentive,neutral,25,3,23
288.25s,Attentive,neutral,25,3,23
288.30s,Attentive,neutral,25,3,23
288.34s,Attentive,neutral,25,3,23
288.39s,Attentive,neutral,25,3,23
288.44s,Attentive,neutral,25,3,23
288.49s,Attentive,neutral,25,3,23
288.54s,Attentive,neutral,25,3,23
288.59s,Attentive,neutral,25,3,23
288.64s,Attentive,neutral,25,3,23
288.74s,Not Attentive,neutral,-35,6,10
288.85s,Attentive,neutral,11,22,28
288.95s,Not Attentive,neutral,0,26,20
289.00s,Not Attentive,neutral,0,26,20
289.05s,Not Attentive,neutral,0,26,20
289.10s,Not Attentive,neutral,0,26,20
289.21s,Attentive,neutral,-9,30,0
289.31s,Not Attentive,sad,-8,27,-4
289.41s,Attentive,sad,-8,25,-5
289.52s,Not Attentive,neutral,-7,27,-8
289.62s,Attentive,neutral,-7,27,-8
289.73s,Attentive,neutral,-9,20,-5
289.83s,Attentive,neutral,-7,20,-9
289.94s,Attentive,neutral,-2,22,-8
290.04s,Attentive,neutral,-6,20,-7
290.14s,Attentive,neutral,-10,20,-11
290.25s,Attentive,neutral,-10,18,-10
290.35s,Attentive,neutral,-15,14,-9
290.46s,Attentive,neutral,-8,16,-11
290.56s,Attentive,neutral,-18,9,-8
290.67s,Not Attentive,sad,-33,9,-8
290.77s,Not Attentive,neutral,-36,13,-12
290.88s,Not Attentive,sad,-37,9,-9
290.98s,Not Attentive,neutral,-38,10,-10
291.09s,Not Attentive,neutral,-39,10,-10
291.19s,Not Attentive,neutral,-37,10,-10
291.29s,Not Attentive,sad,-36,13,-12
291.40s,Not Attentive,neutral,-36,10,-9
291.50s,Not Attentive,sad,-35,10,-10
291.61s,Not Attentive,neutral,-35,11,-10
291.71s,Not Attentive,neutral,-31,6,-5
291.82s,Not Attentive,neutral,-31,12,-11
291.92s,Not Attentive,neutral,-34,14,-13
292.02s,Not Attentive,neutral,-32,11,-11
292.13s,Not Attentive,neutral,-31,10,-10
292.23s,Attentive,sad,-22,9,-8
292.34s,Attentive,neutral,-11,19,-9
292.44s,Attentive,neutral,-9,18,-8
292.55s,Not Attentive,neutral,-5,19,-4
292.65s,Attentive,neutral,0,19,-2
292.75s,Not Attentive,neutral,-1,18,-1
292.86s,Attentive,neutral,-4,16,-2
292.97s,Attentive,neutral,-4,15,-2
293.07s,Attentive,neutral,-12,14,-5
293.18s,Attentive,neutral,-15,12,-5
293.28s,Attentive,neutral,-16,12,-4
293.41s,Attentive,neutral,-18,14,-2
293.52s,Attentive,neutral,-24,14,-4
293.64s,Attentive,neutral,-25,12,-3
293.75s,Attentive,neutral,-22,10,-2
293.85s,Not Attentive,neutral,-20,15,-2
293.96s,Attentive,neutral,-21,11,-3
294.06s,Attentive,neutral,-22,10,-4
294.17s,Attentive,neutral,-21,9,-6
294.28s,Attentive,neutral,-16,9,-5
294.39s,Attentive,neutral,-14,9,-1
294.49s,Attentive,neutral,-21,10,-3
294.60s,Attentive,neutral,-24,10,-3
294.71s,Attentive,neutral,-22,12,-3
294.81s,Attentive,neutral,-18,13,-4
294.92s,Attentive,neutral,-15,16,-5
295.03s,Attentive,neutral,-17,15,-5
295.13s,Attentive,neutral,-15,13,-7
295.24s,Attentive,neutral,-15,13,-7
295.34s,Attentive,neutral,-15,17,-6
295.45s,Attentive,neutral,-19,13,-5
295.56s,Attentive,neutral,-18,13,-3
295.66s,Attentive,neutral,-16,11,-2
295.99s,Attentive,neutral,-20,9,-3
296.13s,Not Attentive,neutral,-19,9,-3
296.24s,Attentive,neutral,-22,9,-7
296.34s,Attentive,neutral,-17,9,-7
296.46s,Attentive,happy,-12,12,-7
296.57s,Attentive,neutral,-13,9,-6
296.67s,Attentive,neutral,-11,10,-6
296.79s,Attentive,neutral,-10,12,-5
296.91s,Attentive,neutral,-17,11,-7
297.01s,Attentive,neutral,-14,11,-7
297.12s,Attentive,neutral,-10,13,-5
297.23s,Attentive,neutral,-11,13,-7
297.34s,Attentive,neutral,-11,13,-7
297.44s,Not Attentive,neutral,-9,15,-7
297.54s,Attentive,neutral,-9,16,-8
297.65s,Attentive,neutral,-11,13,-9
297.75s,Attentive,neutral,-8,15,-9
297.86s,Attentive,neutral,-7,16,-8
297.96s,Attentive,neutral,-5,13,-8
298.07s,Attentive,neutral,-4,17,-8
298.18s,Attentive,neutral,-7,14,-9
298.28s,Attentive,neutral,-3,16,-8
298.39s,Attentive,neutral,-3,13,-8
298.49s,Attentive,neutral,-2,13,-8
298.60s,Attentive,neutral,0,12,-6
298.71s,Not Attentive,neutral,3,13,-1
298.81s,Not Attentive,neutral,6,16,2
298.92s,Attentive,neutral,6,11,6
299.02s,Attentive,neutral,7,10,7
299.13s,Attentive,neutral,8,12,9
299.23s,Attentive,neutral,5,11,7
299.34s,Attentive,neutral,4,11,7
299.44s,Attentive,neutral,3,11,7
299.55s,Attentive,neutral,4,12,7
299.65s,Attentive,neutral,4,11,6
299.76s,Attentive,neutral,1,12,6
299.86s,Attentive,neutral,2,11,6
299.97s,Attentive,neutral,2,11,6
300.08s,Attentive,neutral,3,10,6
300.18s,Attentive,neutral,1,9,4
300.29s,Attentive,neutral,0,9,5
300.39s,Attentive,neutral,0,9,4
300.50s,Attentive,neutral,-1,9,4
300.60s,Attentive,neutral,-1,9,4
300.71s,Attentive,neutral,0,9,3
300.82s,Attentive,neutral,-2,7,2
300.92s,Attentive,neutral,-1,6,3
301.03s,Attentive,neutral,1,8,2
301.13s,Attentive,neutral,0,7,2
301.24s,Attentive,neutral,-1,6,3
301.34s,Attentive,neutral,-2,8,3
301.45s,Attentive,neutral,0,9,3
301.56s,Attentive,neutral,0,8,3
301.66s,Attentive,neutral,0,7,3
301.77s,Attentive,neutral,-2,8,2
301.88s,Attentive,neutral,-1,8,2
301.98s,Attentive,neutral,-1,7,1
302.08s,Attentive,neutral,-1,9,2
302.19s,Attentive,neutral,0,7,2
302.30s,Not Attentive,neutral,-1,7,1
302.40s,Not Attentive,neutral,-2,10,1
302.51s,Not Attentive,neutral,-1,12,2
302.61s,Attentive,neutral,-3,9,1
302.72s,Attentive,neutral,-4,8,1
302.82s,Attentive,neutral,-1,11,2
302.93s,Attentive,neutral,-2,11,2
303.04s,Attentive,neutral,-2,12,2
303.14s,Attentive,neutral,-4,13,2
303.25s,Attentive,neutral,-3,12,2
303.35s,Attentive,neutral,-3,13,2
303.46s,Attentive,neutral,-4,13,2
303.56s,Attentive,neutral,-3,14,2
303.67s,Attentive,neutral,-3,15,2
303.78s,Attentive,neutral,-2,14,1
303.89s,Attentive,neutral,-3,13,2
303.99s,Attentive,neutral,-5,12,2
304.10s,Attentive,neutral,-3,15,2
304.20s,Attentive,neutral,-4,16,1
304.31s,Attentive,neutral,-4,16,1
304.41s,Not Attentive,neutral,-6,14,0
304.53s,Not Attentive,neutral,-6,15,0
304.63s,Not Attentive,neutral,-3,17,1
304.73s,Attentive,neutral,-4,16,1
304.84s,Attentive,neutral,-3,17,1
304.95s,Attentive,neutral,-5,17,1
305.06s,Attentive,neutral,-4,16,0
305.16s,Attentive,neutral,-4,15,1
305.27s,Attentive,neutral,-6,15,1
305.37s,Attentive,neutral,-3,16,1
305.47s,Attentive,neutral,-7,15,0
305.58s,Attentive,neutral,-3,15,1
305.69s,Attentive,neutral,-5,15,0
305.79s,Not Attentive,neutral,-6,15,0
305.90s,Attentive,neutral,-8,13,1
306.00s,Not Attentive,neutral,-7,15,0
306.11s,Attentive,neutral,-9,14,-1
306.21s,Attentive,neutral,-8,14,-1
306.32s,Attentive,neutral,-10,13,-3
306.42s,Attentive,neutral,-9,13,-3
306.53s,Attentive,neutral,-12,13,-4
306.63s,Attentive,neutral,-16,10,-5
306.76s,Attentive,neutral,-10,13,-5
306.89s,Attentive,neutral,-10,13,-4
307.00s,Attentive,neutral,-10,12,-4
307.10s,Attentive,neutral,-7,13,-3
307.21s,Attentive,neutral,-6,14,-4
307.31s,Attentive,neutral,-5,13,-4
307.42s,Attentive,neutral,-11,11,-6
307.53s,Attentive,neutral,-12,10,-6
307.63s,Attentive,neutral,-10,10,-6
307.74s,Attentive,neutral,-8,10,-5
307.84s,Attentive,neutral,-7,10,-6
307.95s,Attentive,neutral,-7,11,-7
308.05s,Attentive,neutral,-8,10,-7
308.16s,Not Attentive,neutral,-11,8,-5
308.27s,Not Attentive,neutral,-8,12,-7
308.37s,Attentive,neutral,-5,14,-7
308.48s,Attentive,neutral,-6,13,-7
308.58s,Attentive,neutral,-7,11,-7
308.69s,Attentive,neutral,-6,10,-7
308.79s,Attentive,neutral,-6,11,-7
308.90s,Attentive,neutral,-6,10,-8
309.01s,Attentive,neutral,-7,12,-7
309.11s,Attentive,neutral,-7,11,-7
309.22s,Attentive,neutral,-7,11,-6
309.32s,Attentive,neutral,-6,11,-6
309.43s,Attentive,neutral,-9,10,-7
309.54s,Attentive,neutral,-9,10,-6
309.93s,Attentive,neutral,-7,9,-6
310.03s,Attentive,neutral,-7,11,-5
310.14s,Attentive,neutral,-7,8,-5
310.24s,Attentive,neutral,-9,7,-3
310.35s,Attentive,neutral,-9,6,-4
310.46s,Attentive,neutral,-9,6,-3
310.57s,Attentive,neutral,-8,5,-3
310.67s,Attentive,neutral,-10,7,-4
310.78s,Not Attentive,neutral,-10,9,-3
310.83s,Not Attentive,neutral,-10,9,-3
310.88s,Not Attentive,neutral,-10,9,-3
310.92s,Not Attentive,neutral,-10,9,-3
310.97s,Not Attentive,neutral,-10,9,-3
311.02s,Not Attentive,neutral,-10,9,-3
311.07s,Not Attentive,neutral,-10,9,-3
311.17s,Attentive,neutral,-8,9,-4
311.28s,Attentive,neutral,-10,7,-5
311.39s,Attentive,neutral,-11,4,-4
311.49s,Attentive,neutral,-9,6,-5
311.60s,Attentive,neutral,-11,4,-5
311.70s,Attentive,neutral,-10,4,-5
311.81s,Attentive,neutral,-8,6,-5
311.91s,Attentive,neutral,-10,5,-5
312.02s,Attentive,neutral,-10,5,-5
312.12s,Attentive,neutral,-10,6,-5
312.23s,Attentive,neutral,-8,5,-5
312.33s,Attentive,neutral,-10,4,-5
312.44s,Attentive,neutral,-9,5,-5
312.55s,Attentive,neutral,-9,4,-5
312.65s,Attentive,neutral,-10,4,-5
312.76s,Attentive,neutral,-10,3,-6
312.86s,Attentive,neutral,-11,4,-5
312.97s,Attentive,neutral,-11,4,-5
313.08s,Attentive,neutral,-9,5,-5
313.18s,Not Attentive,neutral,-11,8,-5
313.29s,Attentive,neutral,-10,6,-5
313.40s,Attentive,neutral,-9,7,-5
313.50s,Attentive,neutral,-9,7,-6
313.61s,Attentive,neutral,-9,6,-5
313.71s,Attentive,neutral,-9,7,-5
313.82s,Attentive,neutral,-10,6,-5
313.92s,Attentive,neutral,-9,6,-5
314.03s,Not Attentive,neutral,-8,9,-5
314.14s,Attentive,neutral,-10,6,-6
314.24s,Attentive,neutral,-9,7,-6
314.35s,Attentive,neutral,-10,7,-5
314.45s,Attentive,neutral,-9,7,-5
314.56s,Attentive,neutral,-9,7,-4
314.66s,Not Attentive,neutral,-9,8,-6
314.77s,Attentive,neutral,-10,7,-6
314.88s,Attentive,neutral,-10,7,-5
314.99s,Attentive,neutral,-8,8,-5
315.09s,Attentive,neutral,-9,7,-5
315.19s,Attentive,neutral,-10,7,-6
315.30s,Attentive,neutral,-9,8,-5
315.41s,Not Attentive,neutral,-10,7,-5
315.51s,Not Attentive,neutral,-8,8,-6
315.62s,Attentive,neutral,-8,7,-5
315.72s,Attentive,neutral,-9,7,-5
315.82s,Attentive,neutral,-9,7,-6
315.93s,Attentive,neutral,-10,7,-6
316.03s,Not Attentive,neutral,-9,7,-5
316.14s,Attentive,neutral,-12,4,-5
316.24s,Not Attentive,neutral,-7,9,-5
316.36s,Attentive,neutral,-8,7,-4
316.47s,Attentive,neutral,-9,7,-5
316.57s,Attentive,neutral,-8,6,-5
316.68s,Attentive,neutral,-8,8,-5
316.78s,Attentive,neutral,-9,6,-4
316.90s,Attentive,neutral,-9,5,-4
317.00s,Attentive,neutral,-9,7,-5
317.11s,Attentive,neutral,-10,6,-5
317.21s,Attentive,neutral,-6,7,-4
317.32s,Attentive,neutral,-2,8,-4
317.42s,Attentive,neutral,0,6,-4
317.53s,Attentive,neutral,3,6,-2
317.63s,Attentive,neutral,15,5,0
317.76s,Not Attentive,neutral,40,0,0
317.81s,Not Attentive,neutral,40,0,0
317.86s,Not Attentive,neutral,40,0,0
317.91s,Not Attentive,neutral,40,0,0
317.96s,Not Attentive,neutral,40,0,0
318.01s,Not Attentive,neutral,40,0,0
318.06s,Not Attentive,neutral,40,0,0
318.11s,Not Attentive,neutral,40,0,0
318.15s,Not Attentive,neutral,40,0,0
318.20s,Not Attentive,neutral,40,0,0
318.25s,Not Attentive,neutral,40,0,0
318.30s,Not Attentive,neutral,40,0,0
318.35s,Not Attentive,neutral,40,0,0
318.40s,Not Attentive,neutral,40,0,0
318.45s,Not Attentive,neutral,40,0,0
318.50s,Not Attentive,neutral,40,0,0
318.55s,Not Attentive,neutral,40,0,0
318.59s,Not Attentive,neutral,40,0,0
318.64s,Not Attentive,neutral,40,0,0
318.69s,Not Attentive,neutral,40,0,0
318.80s,Not Attentive,sad,40,1,7
318.91s,Not Attentive,sad,36,-2,5
318.95s,Not Attentive,sad,36,-2,5
319.00s,Not Attentive,sad,36,-2,5
319.05s,Not Attentive,sad,36,-2,5
319.10s,Not Attentive,sad,36,-2,5
319.15s,Not Attentive,sad,36,-2,5
319.20s,Not Attentive,sad,36,-2,5
319.25s,Not Attentive,sad,36,-2,5
319.35s,Attentive,neutral,8,14,8
319.46s,Attentive,neutral,5,16,7
319.57s,Attentive,neutral,4,16,6
319.68s,Attentive,neutral,0,17,6
319.78s,Attentive,neutral,-6,15,4
319.89s,Attentive,neutral,-6,17,5
319.99s,Attentive,neutral,-8,15,7
320.04s,Attentive,neutral,-8,15,7
320.09s,Attentive,neutral,-8,15,7
320.14s,Attentive,neutral,-8,15,7
320.19s,Attentive,neutral,-8,15,7
320.24s,Attentive,neutral,-8,15,7
320.29s,Attentive,neutral,-8,15,7
320.34s,Attentive,neutral,-8,15,7
320.39s,Attentive,neutral,-8,15,7
320.43s,Attentive,neutral,-8,15,7
320.54s,Attentive,neutral,-13,21,2
320.59s,Attentive,neutral,-13,21,2
320.64s,Attentive,neutral,-13,21,2
320.68s,Attentive,neutral,-13,21,2
320.73s,Attentive,neutral,-13,21,2
320.78s,Attentive,neutral,-13,21,2
320.83s,Attentive,neutral,-13,21,2
320.88s,Attentive,neutral,-13,21,2
320.93s,Attentive,neutral,-13,21,2
320.98s,Attentive,neutral,-13,21,2
321.03s,Attentive,neutral,-13,21,2
321.16s,Not Attentive,neutral,-17,14,0
321.30s,Attentive,neutral,-16,10,2
321.40s,Attentive,neutral,-14,11,0
321.51s,Attentive,neutral,-8,11,0
321.61s,Attentive,neutral,-5,12,0
321.72s,Attentive,neutral,-6,9,-1
321.82s,Attentive,neutral,-5,9,0
321.93s,Attentive,neutral,-7,6,0
322.04s,Attentive,neutral,-7,8,-2
322.14s,Not Attentive,neutral,-8,11,-2
322.25s,Attentive,neutral,-8,9,-2
322.35s,Attentive,neutral,-5,9,-1
322.46s,Attentive,neutral,-9,9,0
322.57s,Attentive,neutral,-10,9,0
322.67s,Attentive,neutral,-4,7,0
322.78s,Attentive,neutral,-6,9,0
322.89s,Attentive,neutral,-5,11,-1
322.99s,Attentive,neutral,-2,13,0
323.10s,Attentive,neutral,0,13,0
323.20s,Attentive,neutral,8,14,1
323.31s,Attentive,neutral,4,14,1
323.41s,Attentive,neutral,2,12,1
323.52s,Attentive,neutral,0,12,0
323.62s,Attentive,neutral,-3,13,0
323.73s,Attentive,neutral,-5,11,0
323.84s,Attentive,neutral,-6,11,0
323.95s,Attentive,neutral,-8,13,0
324.05s,Attentive,neutral,-8,13,-1
324.16s,Attentive,neutral,-10,13,0
324.26s,Attentive,neutral,-8,13,-1
324.37s,Attentive,neutral,-11,12,-2
